Customer_ID,Product_ID,Transaction_Date,Price_per_Unit,Units_Sold
974,231,2020-01-02,564.0,9
719,1584,2020-01-02,71.48,9
433,1861,2020-01-02,389.21,3
761,1866,2020-01-02,938.97,8
882,1446,2020-01-02,702.95,10
322,1790,2020-01-02,318.01,5
385,1406,2020-01-02,802.4,2
943,1004,2020-01-02,62.45,7
777,1022,2020-01-02,364.38,7
307,1630,2020-01-02,480.52,6
154,1814,2020-01-02,706.32,6
526,151,2020-01-02,916.56,8
548,1898,2020-01-02,68.26,5
407,1086,2020-01-02,674.06,7
453,389,2020-01-02,189.51,8
569,939,2020-01-02,748.82,6
118,143,2020-01-03,429.27,4
358,284,2020-01-03,684.92,9
991,606,2020-01-03,226.02,2
110,597,2020-01-03,399.05,6
609,314,2020-01-03,978.04,7
727,861,2020-01-03,936.6,5
303,1940,2020-01-03,782.43,1
148,498,2020-01-03,215.4,3
525,1448,2020-01-03,989.94,7
978,523,2020-01-03,828.53,7
355,1048,2020-01-03,876.37,9
671,41,2020-01-03,190.56,9
397,867,2020-01-03,706.28,5
978,1761,2020-01-03,261.7,5
324,1796,2020-01-03,192.46,2
929,1763,2020-01-03,807.31,4
934,85,2020-01-03,373.76,4
608,151,2020-01-03,522.94,3
576,26,2020-01-03,828.32,6
659,1281,2020-01-03,144.02,4
245,1248,2020-01-03,913.05,1
581,72,2020-01-03,643.5,9
731,837,2020-01-03,226.55,9
717,1430,2020-01-03,898.0,7
708,1238,2020-01-03,222.49,3
604,1102,2020-01-03,489.06,1
414,1661,2020-01-03,579.79,2
479,493,2020-01-03,393.36,5
697,502,2020-01-03,493.42,4
837,1437,2020-01-03,57.67,8
443,1117,2020-01-03,761.34,7
651,565,2020-01-03,829.54,7
699,1550,2020-01-03,229.23,9
750,1472,2020-01-03,458.26,9
266,1313,2020-01-03,63.43,9
890,1742,2020-01-03,162.76,4
500,1538,2020-01-03,944.05,9
582,1371,2020-01-03,695.22,7
589,107,2020-01-03,183.95,10
899,973,2020-01-03,163.86,4
367,705,2020-01-04,303.46,2
898,1907,2020-01-04,561.03,4
187,1995,2020-01-04,690.92,8
442,1584,2020-01-04,422.11,10
388,1575,2020-01-04,809.69,9
285,342,2020-01-04,150.6,6
208,1139,2020-01-04,201.03,9
843,1866,2020-01-04,973.13,10
314,549,2020-01-04,325.42,10
249,368,2020-01-04,174.93,9
898,1354,2020-01-04,230.93,8
232,815,2020-01-04,52.47,6
642,1534,2020-01-04,206.79,8
332,262,2020-01-04,250.7,2
246,1685,2020-01-04,113.54,1
737,807,2020-01-04,940.14,6
741,141,2020-01-04,242.1,10
900,151,2020-01-04,456.44,1
209,1730,2020-01-04,617.46,6
613,115,2020-01-04,614.46,7
228,57,2020-01-04,48.5,3
331,777,2020-01-04,72.53,2
854,1919,2020-01-04,317.69,10
554,1331,2020-01-04,307.58,8
658,570,2020-01-04,903.69,1
293,912,2020-01-04,994.32,1
201,864,2020-01-04,245.11,6
300,1331,2020-01-04,513.08,7
591,1047,2020-01-04,879.24,10
729,1158,2020-01-04,680.59,9
784,996,2020-01-04,512.66,2
695,399,2020-01-04,456.0,9
753,829,2020-01-04,795.11,2
272,1317,2020-01-04,963.96,9
566,1179,2020-01-04,840.85,5
385,938,2020-01-04,558.96,2
982,155,2020-01-04,488.95,3
914,790,2020-01-04,569.07,9
330,365,2020-01-04,224.66,5
608,489,2020-01-04,652.71,5
701,393,2020-01-04,923.89,10
120,869,2020-01-04,243.85,3
929,539,2020-01-04,995.88,1
340,1561,2020-01-04,935.96,9
648,409,2020-01-04,391.17,10
234,677,2020-01-04,917.04,7
635,1423,2020-01-04,619.67,5
442,1886,2020-01-04,169.22,8
646,502,2020-01-05,900.85,5
777,1371,2020-01-05,974.07,4
746,544,2020-01-05,100.15,3
326,237,2020-01-05,967.41,2
646,897,2020-01-05,70.04,2
832,1172,2020-01-05,43.61,4
918,1269,2020-01-05,151.35,9
177,383,2020-01-05,67.46,4
211,4,2020-01-05,941.2,2
793,393,2020-01-05,63.57,6
339,752,2020-01-05,977.12,5
293,1548,2020-01-05,480.0,4
586,605,2020-01-05,764.55,8
698,1088,2020-01-05,805.07,1
279,235,2020-01-05,26.11,9
652,2,2020-01-05,428.75,10
823,366,2020-01-05,71.76,6
267,168,2020-01-05,415.14,8
174,1170,2020-01-05,492.76,10
555,469,2020-01-05,316.62,8
859,1712,2020-01-05,957.16,9
168,435,2020-01-05,476.62,7
656,501,2020-01-05,214.8,7
401,1495,2020-01-05,384.76,3
664,1884,2020-01-05,825.18,6
131,700,2020-01-05,631.32,5
723,1905,2020-01-05,750.27,2
206,1249,2020-01-05,672.3,4
352,74,2020-01-05,642.67,8
691,409,2020-01-05,349.32,8
925,1532,2020-01-05,370.92,7
542,185,2020-01-05,855.9,8
584,1639,2020-01-05,982.34,9
244,225,2020-01-05,421.9,8
238,428,2020-01-05,534.68,5
257,1909,2020-01-05,163.03,7
376,939,2020-01-05,718.61,3
265,916,2020-01-05,235.44,8
318,1438,2020-01-05,740.65,10
625,1896,2020-01-05,531.02,2
761,334,2020-01-05,612.7,1
430,655,2020-01-05,407.46,5
473,1084,2020-01-05,382.36,3
724,1603,2020-01-05,923.28,1
329,725,2020-01-05,274.04,1
767,162,2020-01-05,151.36,7
488,633,2020-01-05,417.71,3
907,1248,2020-01-05,863.1,3
373,1519,2020-01-06,290.01,5
816,168,2020-01-06,337.6,4
482,765,2020-01-06,488.35,8
848,332,2020-01-06,333.89,10
536,510,2020-01-06,326.01,2
470,1248,2020-01-06,211.25,1
600,1903,2020-01-06,491.26,2
550,1713,2020-01-06,299.8,8
862,378,2020-01-06,524.63,10
260,1519,2020-01-06,414.43,10
483,1000,2020-01-06,643.43,1
609,1653,2020-01-06,121.87,9
435,1437,2020-01-06,870.22,2
515,1248,2020-01-06,32.91,2
422,1340,2020-01-06,289.02,6
161,550,2020-01-06,505.61,5
288,1761,2020-01-06,477.22,1
368,1974,2020-01-06,143.35,10
234,570,2020-01-06,257.63,5
189,1768,2020-01-06,202.32,2
971,1664,2020-01-06,160.26,9
160,760,2020-01-06,475.14,8
738,939,2020-01-06,867.41,9
433,827,2020-01-06,449.97,6
309,677,2020-01-06,97.43,4
297,1704,2020-01-06,390.11,3
550,571,2020-01-06,931.65,2
864,607,2020-01-06,223.52,6
229,1313,2020-01-06,846.47,3
382,481,2020-01-06,215.81,3
692,1305,2020-01-06,730.87,2
437,725,2020-01-06,602.68,5
301,1474,2020-01-06,685.36,1
391,1454,2020-01-06,502.09,1
323,769,2020-01-06,290.62,7
806,1282,2020-01-06,699.25,7
634,1087,2020-01-06,526.33,8
303,1776,2020-01-06,297.06,6
967,525,2020-01-06,134.28,6
416,258,2020-01-06,729.82,10
977,304,2020-01-06,80.6,7
132,1740,2020-01-06,961.41,8
531,480,2020-01-06,642.53,9
614,1623,2020-01-06,773.54,2
143,681,2020-01-06,915.82,1
362,183,2020-01-06,357.8,7
743,1882,2020-01-06,454.08,7
431,162,2020-01-06,973.07,6
549,1931,2020-01-06,194.93,3
975,1939,2020-01-06,675.64,8
882,1156,2020-01-07,174.6,2
840,1372,2020-01-07,962.91,8
522,15,2020-01-07,976.82,2
526,674,2020-01-07,310.9,10
397,612,2020-01-07,756.71,4
615,889,2020-01-07,553.0,2
851,335,2020-01-07,103.3,9
259,1092,2020-01-07,100.49,1
104,1248,2020-01-07,521.0,10
566,1728,2020-01-07,207.12,3
323,1130,2020-01-07,641.81,9
947,959,2020-01-07,898.28,7
679,105,2020-01-07,577.17,2
441,155,2020-01-07,98.37,3
984,1108,2020-01-07,887.13,5
748,1530,2020-01-07,333.94,10
436,1587,2020-01-07,284.79,7
725,29,2020-01-07,543.52,10
360,179,2020-01-07,748.35,10
505,1463,2020-01-07,660.98,3
830,246,2020-01-07,497.69,1
196,614,2020-01-07,531.38,6
234,431,2020-01-07,462.94,9
641,314,2020-01-07,157.61,1
579,1474,2020-01-07,120.36,1
518,833,2020-01-07,600.29,7
218,205,2020-01-07,256.59,3
344,946,2020-01-07,143.43,5
846,1638,2020-01-07,619.02,10
185,1909,2020-01-07,801.07,9
157,1281,2020-01-07,743.61,7
288,165,2020-01-07,711.5,6
606,1583,2020-01-07,612.28,2
386,1306,2020-01-07,134.19,8
258,1968,2020-01-07,822.36,3
648,924,2020-01-07,916.64,9
638,424,2020-01-07,180.9,4
783,485,2020-01-07,757.22,10
835,259,2020-01-07,992.18,10
431,406,2020-01-07,639.76,6
375,553,2020-01-07,686.43,7
473,1297,2020-01-07,356.96,6
383,1950,2020-01-07,530.87,4
921,1149,2020-01-07,821.73,4
302,798,2020-01-07,491.83,3
117,1363,2020-01-07,824.44,10
126,1425,2020-01-07,585.87,8
985,777,2020-01-07,311.26,8
548,1950,2020-01-07,593.68,2
872,259,2020-01-07,694.26,4
809,13,2020-01-07,41.4,4
844,1399,2020-01-07,800.06,9
325,1339,2020-01-08,639.21,2
199,1708,2020-01-08,244.31,2
931,511,2020-01-08,413.32,1
780,616,2020-01-08,156.92,2
241,1893,2020-01-08,24.35,8
636,147,2020-01-08,449.61,9
765,1854,2020-01-08,746.62,9
442,442,2020-01-08,682.57,5
193,966,2020-01-08,220.55,10
657,1472,2020-01-08,156.31,10
524,1738,2020-01-08,591.63,4
288,1107,2020-01-08,527.36,8
658,1374,2020-01-08,62.64,7
744,293,2020-01-08,703.24,2
665,1584,2020-01-08,617.55,7
572,1538,2020-01-08,964.84,2
195,1044,2020-01-08,490.57,2
631,248,2020-01-08,465.6,1
523,376,2020-01-08,393.34,7
962,708,2020-01-08,710.96,9
135,1575,2020-01-08,206.57,1
347,1704,2020-01-08,857.75,8
397,310,2020-01-08,883.42,2
497,489,2020-01-08,189.53,3
170,1473,2020-01-08,618.9,4
532,503,2020-01-08,854.99,8
665,725,2020-01-08,139.79,9
182,1916,2020-01-08,503.38,3
216,1126,2020-01-08,811.45,5
195,1995,2020-01-08,499.81,4
595,481,2020-01-08,653.27,2
352,1068,2020-01-08,386.07,5
458,868,2020-01-08,860.51,1
660,1139,2020-01-08,129.0,3
320,79,2020-01-08,933.13,9
414,993,2020-01-08,642.4,10
191,407,2020-01-08,587.42,2
954,55,2020-01-08,758.62,5
237,620,2020-01-08,458.94,4
489,618,2020-01-08,89.95,8
621,722,2020-01-08,280.61,10
977,392,2020-01-08,92.12,7
500,1267,2020-01-08,520.23,8
635,489,2020-01-08,770.71,4
685,781,2020-01-08,961.06,7
704,1263,2020-01-08,820.97,6
162,618,2020-01-08,203.34,10
741,1281,2020-01-08,573.97,3
961,248,2020-01-08,833.03,10
171,521,2020-01-08,19.04,6
936,1258,2020-01-08,680.25,4
880,1341,2020-01-08,913.89,1
851,1047,2020-01-08,204.59,1
845,1844,2020-01-08,137.12,8
381,623,2020-01-08,553.74,1
635,1953,2020-01-08,476.96,8
998,779,2020-01-08,227.06,5
610,490,2020-01-08,301.73,9
229,359,2020-01-08,854.75,3
349,1685,2020-01-09,652.42,4
405,712,2020-01-09,42.19,2
157,1206,2020-01-09,174.27,4
360,927,2020-01-09,481.25,3
495,246,2020-01-09,770.83,6
393,1139,2020-01-09,331.08,3
968,1007,2020-01-09,852.83,7
849,172,2020-01-09,295.29,7
171,1871,2020-01-09,452.0,2
410,1488,2020-01-09,570.02,6
502,323,2020-01-09,102.71,4
388,364,2020-01-09,896.78,7
532,406,2020-01-09,278.03,10
840,1575,2020-01-09,689.53,10
583,467,2020-01-09,999.52,3
798,1812,2020-01-09,777.13,9
340,585,2020-01-09,941.88,3
637,194,2020-01-09,890.28,2
107,1755,2020-01-09,469.0,7
475,80,2020-01-09,723.16,9
724,248,2020-01-09,336.78,1
218,1131,2020-01-09,317.87,1
532,620,2020-01-09,551.18,3
923,168,2020-01-09,912.22,6
662,1949,2020-01-09,221.16,6
229,1056,2020-01-09,149.72,5
891,1279,2020-01-09,666.43,10
432,1372,2020-01-09,190.59,7
984,807,2020-01-09,422.14,9
575,677,2020-01-09,40.32,9
568,1297,2020-01-09,517.78,4
842,246,2020-01-09,621.62,6
464,249,2020-01-09,520.15,4
829,1606,2020-01-09,757.76,3
109,714,2020-01-09,44.73,4
130,614,2020-01-09,469.56,5
771,1799,2020-01-09,280.24,5
951,1179,2020-01-09,591.12,5
376,1544,2020-01-09,309.26,4
979,871,2020-01-09,16.36,5
383,1807,2020-01-09,405.71,3
464,540,2020-01-09,38.41,3
897,97,2020-01-09,78.97,6
686,1829,2020-01-09,510.27,5
784,970,2020-01-09,361.68,6
993,1506,2020-01-09,244.72,6
315,1595,2020-01-09,476.5,9
702,314,2020-01-09,115.76,8
211,1114,2020-01-09,736.64,8
522,594,2020-01-09,381.27,7
707,1532,2020-01-09,84.16,10
427,1343,2020-01-10,866.77,9
327,1838,2020-01-10,745.74,8
688,1430,2020-01-10,268.5,7
346,791,2020-01-10,512.01,3
877,1747,2020-01-10,522.54,4
782,867,2020-01-10,249.27,1
805,1976,2020-01-10,306.9,6
993,618,2020-01-10,80.33,6
368,1045,2020-01-10,624.52,3
584,1388,2020-01-10,829.14,7
752,1758,2020-01-10,684.41,4
602,1601,2020-01-10,761.37,8
272,327,2020-01-10,320.08,4
498,1139,2020-01-10,863.36,3
361,1909,2020-01-10,102.45,1
492,1781,2020-01-10,47.35,4
817,259,2020-01-10,844.63,9
932,489,2020-01-10,691.32,8
509,1118,2020-01-10,832.42,9
823,1896,2020-01-10,973.86,8
307,1118,2020-01-10,613.52,3
127,1105,2020-01-10,575.37,3
418,557,2020-01-10,447.61,3
112,940,2020-01-10,333.59,5
400,230,2020-01-10,887.67,8
886,798,2020-01-10,530.15,1
691,1903,2020-01-10,253.88,4
885,571,2020-01-10,839.11,6
826,1532,2020-01-10,910.73,6
535,1635,2020-01-10,479.36,4
535,56,2020-01-10,970.03,4
705,1532,2020-01-10,420.92,5
650,648,2020-01-10,296.12,4
170,1669,2020-01-10,793.55,8
947,648,2020-01-10,834.73,2
152,246,2020-01-10,442.65,6
361,677,2020-01-10,674.43,9
994,580,2020-01-10,548.57,3
474,4,2020-01-10,930.7,2
704,1048,2020-01-10,430.86,2
459,316,2020-01-10,17.99,3
776,1738,2020-01-10,124.56,2
803,1584,2020-01-10,184.87,5
111,1474,2020-01-10,212.0,2
886,1898,2020-01-10,597.71,3
913,777,2020-01-10,29.74,2
365,80,2020-01-10,489.71,4
612,343,2020-01-10,833.68,3
996,546,2020-01-10,242.49,10
914,1105,2020-01-10,562.6,3
265,172,2020-01-10,114.4,5
858,4,2020-01-10,165.39,1
410,675,2020-01-10,125.82,10
921,1520,2020-01-10,628.97,10
235,1832,2020-01-11,158.88,2
193,1150,2020-01-11,943.53,8
347,1105,2020-01-11,544.53,10
360,557,2020-01-11,640.51,9
659,502,2020-01-11,166.8,5
522,450,2020-01-11,203.05,4
997,176,2020-01-11,13.4,7
365,259,2020-01-11,937.35,2
471,24,2020-01-11,399.91,1
406,1489,2020-01-11,575.47,10
951,660,2020-01-11,359.48,9
758,144,2020-01-11,137.24,8
931,1507,2020-01-11,82.98,3
373,103,2020-01-11,776.68,7
771,1829,2020-01-11,655.29,4
935,502,2020-01-11,934.77,1
938,41,2020-01-11,800.77,9
798,490,2020-01-11,373.01,4
589,977,2020-01-11,114.13,4
601,581,2020-01-11,737.71,5
379,549,2020-01-11,413.11,1
586,1569,2020-01-11,402.25,3
866,488,2020-01-11,524.15,3
113,21,2020-01-11,252.85,10
714,1181,2020-01-11,842.32,8
118,1483,2020-01-11,294.0,6
121,335,2020-01-11,307.92,8
582,537,2020-01-11,689.61,1
167,1882,2020-01-11,694.91,8
201,102,2020-01-11,570.42,10
854,207,2020-01-11,458.62,4
401,1829,2020-01-11,303.24,1
413,769,2020-01-11,570.15,7
559,179,2020-01-11,906.8,1
681,1881,2020-01-11,932.24,7
908,807,2020-01-11,214.39,7
915,827,2020-01-11,291.78,8
546,1339,2020-01-11,846.29,6
339,1356,2020-01-11,719.35,6
446,1108,2020-01-11,591.82,10
209,1919,2020-01-11,356.22,3
720,1981,2020-01-11,857.63,3
840,834,2020-01-11,277.13,9
912,162,2020-01-11,181.53,10
111,648,2020-01-11,84.48,7
671,922,2020-01-11,291.25,10
223,1397,2020-01-12,340.43,4
767,450,2020-01-12,115.05,6
387,784,2020-01-12,512.03,4
666,1313,2020-01-12,763.44,10
487,1763,2020-01-12,138.33,9
843,867,2020-01-12,594.44,6
708,207,2020-01-12,336.13,1
355,742,2020-01-12,393.43,3
831,1319,2020-01-12,70.76,7
548,1425,2020-01-12,284.77,4
406,945,2020-01-12,269.48,5
320,1724,2020-01-12,320.95,1
621,807,2020-01-12,912.34,6
422,258,2020-01-12,958.99,10
921,151,2020-01-12,507.75,4
416,550,2020-01-12,713.02,4
637,736,2020-01-12,590.22,9
106,827,2020-01-12,900.13,8
558,1580,2020-01-12,429.32,9
299,389,2020-01-12,786.0,3
862,127,2020-01-12,360.4,1
951,1468,2020-01-12,323.03,10
840,922,2020-01-12,978.07,8
337,1661,2020-01-12,869.66,9
341,1863,2020-01-12,15.27,3
630,849,2020-01-12,565.1,2
764,1942,2020-01-12,525.2,8
460,933,2020-01-12,831.0,9
794,91,2020-01-12,801.01,1
242,1699,2020-01-12,941.28,3
102,1179,2020-01-12,498.93,10
997,413,2020-01-12,160.33,9
752,481,2020-01-12,394.07,3
313,1763,2020-01-12,330.74,8
632,20,2020-01-12,862.15,7
798,1370,2020-01-12,987.15,10
947,1065,2020-01-12,996.38,8
663,83,2020-01-12,45.62,2
930,1600,2020-01-12,498.32,3
891,1004,2020-01-12,574.78,3
584,672,2020-01-12,538.67,4
970,724,2020-01-12,977.88,6
491,1953,2020-01-12,697.88,7
409,407,2020-01-12,575.77,5
172,973,2020-01-12,837.37,1
497,1327,2020-01-12,459.55,1
258,535,2020-01-12,214.48,7
885,399,2020-01-13,283.25,2
885,622,2020-01-13,551.17,7
366,230,2020-01-13,683.08,9
270,1747,2020-01-13,150.66,9
552,1919,2020-01-13,73.97,8
506,1905,2020-01-13,759.63,9
375,1232,2020-01-13,702.48,5
551,1532,2020-01-13,695.93,7
647,1178,2020-01-13,136.21,2
633,1306,2020-01-13,572.38,2
647,327,2020-01-13,645.01,10
683,1145,2020-01-13,52.7,2
281,1138,2020-01-13,899.86,3
331,1575,2020-01-13,189.12,7
540,121,2020-01-13,371.64,9
844,268,2020-01-13,970.05,2
935,1601,2020-01-13,800.34,9
214,535,2020-01-13,594.67,7
682,1025,2020-01-13,423.66,3
534,101,2020-01-13,405.45,8
885,162,2020-01-13,122.7,6
923,20,2020-01-13,973.78,9
114,1710,2020-01-13,679.35,7
131,1898,2020-01-13,630.91,4
528,1158,2020-01-13,445.29,2
651,1336,2020-01-13,797.73,10
909,1854,2020-01-13,27.45,2
263,1888,2020-01-13,280.31,6
675,1141,2020-01-13,22.26,7
750,1078,2020-01-13,869.96,6
660,1000,2020-01-13,921.93,6
202,1909,2020-01-13,920.03,3
921,683,2020-01-13,309.53,6
855,2,2020-01-13,538.55,5
459,931,2020-01-13,113.5,7
917,1887,2020-01-13,992.89,5
411,55,2020-01-14,949.34,6
312,554,2020-01-14,726.01,8
968,777,2020-01-14,466.46,7
915,677,2020-01-14,183.46,6
851,259,2020-01-14,687.12,3
269,1071,2020-01-14,495.92,4
770,262,2020-01-14,540.32,8
945,334,2020-01-14,369.19,2
628,1030,2020-01-14,621.1,10
181,1131,2020-01-14,252.27,9
182,1814,2020-01-14,17.15,2
438,48,2020-01-14,489.07,8
401,541,2020-01-14,955.05,5
446,1475,2020-01-14,407.26,8
724,1384,2020-01-14,106.47,9
391,1269,2020-01-14,43.15,1
823,1900,2020-01-14,329.03,8
366,1657,2020-01-14,633.22,7
799,1832,2020-01-14,920.87,9
976,1370,2020-01-14,624.61,5
395,1366,2020-01-14,984.54,4
649,1071,2020-01-14,832.87,7
302,1520,2020-01-14,691.24,10
728,71,2020-01-14,489.17,2
190,1759,2020-01-14,349.21,10
572,1653,2020-01-14,662.63,3
361,1339,2020-01-14,464.45,4
306,247,2020-01-14,777.74,9
955,1584,2020-01-14,46.64,10
864,1763,2020-01-14,138.44,9
995,837,2020-01-14,257.48,1
782,881,2020-01-14,415.26,8
670,399,2020-01-14,472.5,2
338,533,2020-01-14,720.53,1
518,588,2020-01-14,383.66,8
447,1532,2020-01-14,374.11,9
482,1058,2020-01-14,990.95,5
784,1976,2020-01-14,222.1,7
637,1655,2020-01-14,275.48,7
937,320,2020-01-14,695.3,7
721,1171,2020-01-14,320.37,3
207,777,2020-01-15,243.26,5
591,1794,2020-01-15,713.86,1
168,79,2020-01-15,591.83,2
253,822,2020-01-15,343.74,10
637,1339,2020-01-15,380.85,9
630,1950,2020-01-15,711.82,5
664,1071,2020-01-15,439.57,4
644,565,2020-01-15,868.71,7
715,1685,2020-01-15,479.58,8
949,1493,2020-01-15,583.76,2
588,732,2020-01-15,570.2,10
120,1108,2020-01-15,584.53,1
499,1544,2020-01-15,303.73,7
395,1926,2020-01-15,740.5,4
454,1655,2020-01-15,816.94,1
705,1538,2020-01-15,221.92,4
372,937,2020-01-15,263.54,2
861,645,2020-01-15,172.26,4
830,239,2020-01-15,737.09,5
304,1474,2020-01-15,133.48,3
821,1281,2020-01-15,630.37,9
910,1438,2020-01-15,381.91,9
916,1372,2020-01-15,246.84,9
294,1919,2020-01-15,717.02,9
380,777,2020-01-15,89.26,2
314,334,2020-01-15,204.13,7
952,1410,2020-01-15,563.57,2
262,1380,2020-01-15,987.14,8
400,316,2020-01-15,912.16,3
826,327,2020-01-15,582.21,2
859,1896,2020-01-15,23.91,8
532,1042,2020-01-15,396.25,5
614,1854,2020-01-15,670.32,7
891,918,2020-01-15,317.73,6
976,1046,2020-01-15,965.24,8
180,1000,2020-01-15,890.17,2
300,881,2020-01-15,690.23,8
246,1931,2020-01-15,630.64,10
782,230,2020-01-15,602.35,8
551,1081,2020-01-15,947.65,3
593,1030,2020-01-15,636.17,5
508,1712,2020-01-15,21.11,10
853,1733,2020-01-15,278.52,4
948,1719,2020-01-15,928.53,4
122,1470,2020-01-15,383.88,1
925,234,2020-01-15,643.32,6
709,668,2020-01-15,904.19,8
213,1446,2020-01-15,275.09,6
632,1430,2020-01-15,381.28,4
637,971,2020-01-15,225.46,6
395,726,2020-01-15,209.05,10
653,726,2020-01-15,394.77,2
255,27,2020-01-15,469.46,1
260,1548,2020-01-15,643.07,2
389,1662,2020-01-15,309.1,2
156,179,2020-01-16,212.38,4
315,865,2020-01-16,585.13,4
674,1589,2020-01-16,314.82,8
720,1950,2020-01-16,618.37,6
911,419,2020-01-16,168.54,5
771,1411,2020-01-16,941.43,8
924,688,2020-01-16,649.17,5
387,105,2020-01-16,56.97,8
539,1341,2020-01-16,945.89,7
737,1050,2020-01-16,188.55,4
923,1271,2020-01-16,455.51,4
130,623,2020-01-16,526.64,5
783,181,2020-01-16,393.12,4
340,319,2020-01-16,783.01,3
953,646,2020-01-16,566.7,2
859,973,2020-01-16,629.24,8
775,871,2020-01-16,61.46,6
309,397,2020-01-16,889.01,7
969,4,2020-01-16,380.49,1
113,1502,2020-01-16,624.95,6
344,1126,2020-01-16,635.03,1
738,993,2020-01-16,780.45,1
901,1811,2020-01-16,938.09,1
903,1506,2020-01-16,184.25,8
578,1165,2020-01-16,933.84,4
619,185,2020-01-16,245.09,4
702,787,2020-01-16,130.68,4
476,141,2020-01-16,618.61,5
958,1048,2020-01-16,45.9,6
182,798,2020-01-16,471.18,6
131,1481,2020-01-16,601.9,1
672,1425,2020-01-16,262.27,9
285,784,2020-01-16,38.16,9
883,151,2020-01-16,308.53,7
578,51,2020-01-16,229.35,10
162,677,2020-01-16,916.26,4
656,585,2020-01-16,825.65,4
835,544,2020-01-16,93.37,3
261,1988,2020-01-17,226.4,10
148,1745,2020-01-17,840.59,10
845,1512,2020-01-17,610.54,8
336,1004,2020-01-17,129.16,2
488,68,2020-01-17,635.01,10
772,390,2020-01-17,660.73,3
994,162,2020-01-17,481.65,1
738,1392,2020-01-17,317.92,5
854,1378,2020-01-17,985.3,7
736,1119,2020-01-17,439.48,2
963,1495,2020-01-17,256.25,7
559,381,2020-01-17,920.53,5
452,207,2020-01-17,828.73,9
206,1561,2020-01-17,997.73,10
855,1438,2020-01-17,439.99,5
381,1519,2020-01-17,570.27,1
995,176,2020-01-17,296.62,10
122,1794,2020-01-17,576.96,10
356,1586,2020-01-17,887.45,6
844,210,2020-01-17,240.48,3
816,1248,2020-01-17,163.02,2
224,588,2020-01-17,793.43,9
567,1117,2020-01-17,375.23,5
547,1130,2020-01-17,496.54,2
179,41,2020-01-17,853.82,4
135,1493,2020-01-17,206.04,10
749,1311,2020-01-17,253.45,10
812,1545,2020-01-17,194.04,5
903,833,2020-01-17,824.22,3
427,1990,2020-01-17,556.91,7
863,304,2020-01-17,941.42,7
529,284,2020-01-17,544.54,8
919,829,2020-01-17,776.68,3
554,399,2020-01-17,889.55,10
